row	strain	query	array	present	category
488	YCR016Wg4-CC17	YCR016Wg4	CC17	yes	single
489	YCR016Wg4-CC19	YCR016Wg4	CC19	yes	single
490	YCR016Wg4-CC20	YCR016Wg4	CC20	yes	single
491	YCR016Wg4-CC23	YCR016Wg4	CC23	yes	single
492	YCR016Wg4-CC25	YCR016Wg4	CC25	yes	single
493	YCR016Wg4-CC27	YCR016Wg4	CC27	yes	single
494	YCR016Wg4-CC28	YCR016Wg4	CC28	yes	single
495	YCR016Wg4-CC30	YCR016Wg4	CC30	yes	single
496	YCR016Wg4-CC32	YCR016Wg4	CC32	yes	single
497	YCR016Wg4-CC34	YCR016Wg4	CC34	yes	single
498	YCR016Wg4-CC35	YCR016Wg4	CC35	yes	single
499	YCR016Wg4-CC36	YCR016Wg4	CC36	yes	single
500	YCR016Wg4-CC11	YCR016Wg4	CC11	yes	single
501	YCR016Wg4-CC14	YCR016Wg4	CC14	no	single
502	YCR016Wg4-CC15	YCR016Wg4	CC15	no	single
503	YCR016Wg4-CC2	YCR016Wg4	CC2	no	single
504	YCR016Wg4-CC22	YCR016Wg4	CC22	yes	single
505	YCR016Wg4-CC26	YCR016Wg4	CC26	yes	single
506	YCR016Wg4-CC7	YCR016Wg4	CC7	yes	single
507	YLR050Cg1-CC5	YLR050Cg1	CC5	no	single
508	YLR050Cg1-CC8	YLR050Cg1	CC8	yes	single
509	YLR050Cg1-CC16	YLR050Cg1	CC16	no	single
510	YLR050Cg1-CC17	YLR050Cg1	CC17	yes	single
511	YLR050Cg1-CC19	YLR050Cg1	CC19	yes	single
512	YLR050Cg1-CC20	YLR050Cg1	CC20	yes	single
513	YLR050Cg1-CC23	YLR050Cg1	CC23	yes	single
514	YLR050Cg1-CC25	YLR050Cg1	CC25	yes	single
515	YLR050Cg1-CC27	YLR050Cg1	CC27	yes	single
516	YLR050Cg1-CC28	YLR050Cg1	CC28	yes	single
517	YLR050Cg1-CC30	YLR050Cg1	CC30	yes	single
518	YLR050Cg1-CC32	YLR050Cg1	CC32	yes	single
519	YLR050Cg1-CC34	YLR050Cg1	CC34	yes	single
520	YLR050Cg1-CC35	YLR050Cg1	CC35	yes	single
521	YLR050Cg1-CC36	YLR050Cg1	CC36	yes	single
522	YLR050Cg1-CC11	YLR050Cg1	CC11	yes	single
523	YLR050Cg1-CC14	YLR050Cg1	CC14	no	single
524	YLR050Cg1-CC15	YLR050Cg1	CC15	no	single
525	YLR050Cg1-CC2	YLR050Cg1	CC2	no	single
526	YLR050Cg1-CC22	YLR050Cg1	CC22	yes	single
527	YLR050Cg1-CC26	YLR050Cg1	CC26	yes	single
528	YLR050Cg1-CC7	YLR050Cg1	CC7	yes	single
529	SAP30g7-CC5	SAP30g7	CC5	no	single
530	SAP30g7-CC8	SAP30g7	CC8	yes	single
531	SAP30g7-CC16	SAP30g7	CC16	no	single
532	SAP30g7-CC17	SAP30g7	CC17	yes	single
533	SAP30g7-CC19	SAP30g7	CC19	yes	single
534	SAP30g7-CC20	SAP30g7	CC20	yes	single
535	SAP30g7-CC23	SAP30g7	CC23	yes	single
536	SAP30g7-CC25	SAP30g7	CC25	yes	single
537	SAP30g7-CC27	SAP30g7	CC27	yes	single
538	SAP30g7-CC28	SAP30g7	CC28	yes	single
539	SAP30g7-CC30	SAP30g7	CC30	yes	single
540	SAP30g7-CC32	SAP30g7	CC32	yes	single
541	SAP30g7-CC34	SAP30g7	CC34	yes	single
542	SAP30g7-CC35	SAP30g7	CC35	yes	single
543	SAP30g7-CC36	SAP30g7	CC36	yes	single
544	SAP30g7-CC11	SAP30g7	CC11	yes	single
545	SAP30g7-CC14	SAP30g7	CC14	no	single
546	SAP30g7-CC15	SAP30g7	CC15	no	single
547	SAP30g7-CC2	SAP30g7	CC2	no	single
548	SAP30g7-CC22	SAP30g7	CC22	yes	single
549	SAP30g7-CC26	SAP30g7	CC26	yes	single
550	SAP30g7-CC7	SAP30g7	CC7	yes	single
551	CC8-RPL15A-NRg-4	CC8	RPL15A-NRg-4	no	single
552	CC8-RPL15A-NRg-5	CC8	RPL15A-NRg-5	no	single
553	CC8-KRE33-TRg-1	CC8	KRE33-TRg-1	no	single
554	CC8-PMI40-NRg-1	CC8	PMI40-NRg-1	no	single
555	CC8-NOP19-NRg-3	CC8	NOP19-NRg-3	no	single
556	CC8-SRP14-NRg-4	CC8	SRP14-NRg-4	no	single
557	CC8-SEC27-TRg-2	CC8	SEC27-TRg-2	no	single
558	CC8-GPI14-TRg-3	CC8	GPI14-TRg-3	no	single
559	CC8-PAH1-TRg-7	CC8	PAH1-TRg-7	no	single
560	CC8-PAH1-TRg-6	CC8	PAH1-TRg-6	no	single
561	CC8-PAH1-TRg-5	CC8	PAH1-TRg-5	no	single
562	CC8-PAH1-TRg-3	CC8	PAH1-TRg-3	no	single
563	CC8-COG3-TRg-1	CC8	COG3-TRg-1	no	single
564	CC8-HTS1-NRg-5	CC8	HTS1-NRg-5	no	single
565	CC8-MSN5-TRg-7	CC8	MSN5-TRg-7	no	single
566	CC8-ERG26-TRg-1	CC8	ERG26-TRg-1	no	single
567	CC8-SMD2-TRg-5	CC8	SMD2-TRg-5	no	single
568	CC8-SMD2-TRg-4	CC8	SMD2-TRg-4	no	single
569	CC8-SMD2-TRg-1	CC8	SMD2-TRg-1	no	single
570	CC8-PRE7-TRg-4	CC8	PRE7-TRg-4	no	single
571	CC8-PRE7-TRg-7	CC8	PRE7-TRg-7	no	single
572	CC8-SEC6-TRg-3	CC8	SEC6-TRg-3	no	single
573	CC8-ESF2-NRg-1	CC8	ESF2-NRg-1	no	single
574	CC8-ESF2-NRg-3	CC8	ESF2-NRg-3	no	single
575	CC8-AFG2-TRg-2	CC8	AFG2-TRg-2	no	single
576	CC8-RRP36-TRg-3	CC8	RRP36-TRg-3	no	single
577	CC8-RRP36-TRg-5	CC8	RRP36-TRg-5	no	single
578	CC8-GCR1-NRg-2	CC8	GCR1-NRg-2	no	single
579	CC8-PRE4-NRg-4	CC8	PRE4-NRg-4	no	single
580	CC8-PRE4-NRg-9	CC8	PRE4-NRg-9	no	single
581	CC8-DSN1-NRg-2	CC8	DSN1-NRg-2	no	single
582	CC8-GPI11-TRg-3	CC8	GPI11-TRg-3	no	single
583	CC8-POP3-TRg-1	CC8	POP3-TRg-1	no	single
584	CC8-MNE1-TRg-5	CC8	MNE1-TRg-5	no	single
585	CC8-RRP12-NRg-1	CC8	RRP12-NRg-1	no	single
586	CC8-RSC6-TRg-2	CC8	RSC6-TRg-2	no	single
587	CC8-CDC25-TRg-1	CC8	CDC25-TRg-1	no	single
588	CC8-CDC25-TRg-9	CC8	CDC25-TRg-9	no	single
589	CC8-YPP1-NRg-3	CC8	YPP1-NRg-3	no	single
590	CC8-NFS1-NRg-9	CC8	NFS1-NRg-9	no	single
591	CC8-NFS1-NRg-8	CC8	NFS1-NRg-8	no	single
592	CC8-UBA2-TRg-1	CC8	UBA2-TRg-1	no	single
593	CC8-ARP2-NRg-3	CC8	ARP2-NRg-3	no	single
594	CC8-MAK16-TRg-1	CC8	MAK16-TRg-1	no	single
595	CC8-CEP3-NRg-1	CC8	CEP3-NRg-1	no	single
596	CC8-GUK1-TRg-5	CC8	GUK1-TRg-5	no	single
597	CC8-GUK1-TRg-2	CC8	GUK1-TRg-2	no	single
598	CC8-GPI12-NRg-6	CC8	GPI12-NRg-6	no	single
599	CC8-RPS5-NRg-5	CC8	RPS5-NRg-5	no	single
600	CC8-RPS5-NRg-2	CC8	RPS5-NRg-2	no	single
601	CC8-RPC19-NRg-1	CC8	RPC19-NRg-1	no	single
602	CC8-TIM54-TRg-1	CC8	TIM54-TRg-1	no	single
603	CC8-TEN1-TRg-2	CC8	TEN1-TRg-2	no	single
604	CC8-SAH1-NRg-4	CC8	SAH1-NRg-4	no	single
605	CC8-SAH1-NRg-5	CC8	SAH1-NRg-5	no	single
606	CC8-SAH1-NRg-3	CC8	SAH1-NRg-3	no	single
607	CC8-ATP15-NRg-5	CC8	ATP15-NRg-5	no	single
608	CC8-SCD5-TRg-5	CC8	SCD5-TRg-5	no	single
609	CC8-ARB1-NRg-2	CC8	ARB1-NRg-2	no	single
610	CC8-ARB1-NRg-4	CC8	ARB1-NRg-4	no	single
611	CC8-PUP2-TRg-1	CC8	PUP2-TRg-1	no	single
612	CC8-CCT8-TRg-2	CC8	CCT8-TRg-2	no	single
613	CC8-MCM4-TRg-1	CC8	MCM4-TRg-1	no	single
614	CC8-LSM4-TRg-1	CC8	LSM4-TRg-1	no	single
615	CC8-NOP53-NRg-1	CC8	NOP53-NRg-1	no	single
616	CC8-ATP3-TRg-4	CC8	ATP3-TRg-4	no	single
617	CC8-AFG2-NRg-3	CC8	AFG2-NRg-3	no	single
618	CC8-PRO3-NRg-3	CC8	PRO3-NRg-3	no	single
619	CC8-NRD1-NRg-10	CC8	NRD1-NRg-10	no	single
620	CC8-SEC61-TRg-2	CC8	SEC61-TRg-2	no	single
621	CC8-RHO3-TRg-4	CC8	RHO3-TRg-4	no	single
622	CC8-SNF2-TRg-6	CC8	SNF2-TRg-6	no	single
623	CC8-SMD2-NRg-3	CC8	SMD2-NRg-3	no	single
624	CC8-RSC4-TRg-2	CC8	RSC4-TRg-2	no	single
625	CC8-RSC4-TRg-1	CC8	RSC4-TRg-1	no	single
626	CC8-TIF34-TRg-2	CC8	TIF34-TRg-2	no	single
627	CC8-BET1-NRg-1	CC8	BET1-NRg-1	no	single
628	CC8-CDC8-NRg-2	CC8	CDC8-NRg-2	no	single
629	CC8-PRP42-TRg-2	CC8	PRP42-TRg-2	no	single
630	CC8-RRB1-TRg-2	CC8	RRB1-TRg-2	no	single
631	CC8-SPC24-TRg-1	CC8	SPC24-TRg-1	no	single
632	CC8-ILS1-NRg-1	CC8	ILS1-NRg-1	no	single
633	CC8-GFA1-TRg-2	CC8	GFA1-TRg-2	no	single
634	CC8-SEC21-NRg-10	CC8	SEC21-NRg-10	no	single
635	CC8-RPC10-NRg-1	CC8	RPC10-NRg-1	no	single
636	CC8-RPB10-TRg-3	CC8	RPB10-TRg-3	no	single
637	CC8-RPB10-TRg-2	CC8	RPB10-TRg-2	no	single
638	CC8-YNL181W-TRg-1	CC8	YNL181W-TRg-1	no	single
639	CC8-RAD3-NRg-1	CC8	RAD3-NRg-1	no	single
640	CC8-NOP10-TRg-1	CC8	NOP10-TRg-1	no	single
641	CC8-BFR2-TRg-3	CC8	BFR2-TRg-3	no	single
642	CC8-MCM2-TRg-6	CC8	MCM2-TRg-6	no	single
643	CC8-MCM2-TRg-4	CC8	MCM2-TRg-4	no	single
644	CC8-MPP10-TRg-1	CC8	MPP10-TRg-1	no	single
645	CC8-RET2-TRg-4	CC8	RET2-TRg-4	no	single
646	CC8-RET2-TRg-1	CC8	RET2-TRg-1	no	single
647	CC8-RPS2-NRg-1	CC8	RPS2-NRg-1	no	single
648	CC8-RPS2-NRg-2	CC8	RPS2-NRg-2	no	single
649	CC8-ORC4-NRg-3	CC8	ORC4-NRg-3	no	single
650	CC8-TIP20-TRg-7	CC8	TIP20-TRg-7	no	single
651	CC8-SMT3-TRg-1	CC8	SMT3-TRg-1	no	single
652	CC8-MSS18-NRg-6	CC8	MSS18-NRg-6	no	single
653	CC8-YEF3-NRg-9	CC8	YEF3-NRg-9	no	single
654	CC8-ASK1-NRg-1	CC8	ASK1-NRg-1	no	single
655	CC8-SMC1-TRg-1	CC8	SMC1-TRg-1	no	single
656	CC8-NIP1-NRg-1	CC8	NIP1-NRg-1	no	single
657	CC8-RPP1-NRg-1	CC8	RPP1-NRg-1	no	single
658	CC8-YDJ1-TRg-6	CC8	YDJ1-TRg-6	no	single
659	CC8-SUB2-NRg-1	CC8	SUB2-NRg-1	no	single
660	CC8-TIM10-NRg-8	CC8	TIM10-NRg-8	no	single
661	CC8-TIM10-NRg-4	CC8	TIM10-NRg-4	no	single
662	CC8-TIM10-NRg-7	CC8	TIM10-NRg-7	no	single
663	CC8-SKI6-TRg-4	CC8	SKI6-TRg-4	no	single
664	CC8-TUB4-TRg-1	CC8	TUB4-TRg-1	no	single
665	CC8-CDC37-NRg-2	CC8	CDC37-NRg-2	no	single
666	CC8-ISD11-TRg-3	CC8	ISD11-TRg-3	no	single
667	CC8-YOS1-TRg-4	CC8	YOS1-TRg-4	no	single
668	CC8-SSC1-TRg-6	CC8	SSC1-TRg-6	no	single
669	CC8-MTR3-TRg-5	CC8	MTR3-TRg-5	no	single
670	CC8-MTR3-TRg-6	CC8	MTR3-TRg-6	no	single
671	CC8-TFA1-TRg-2	CC8	TFA1-TRg-2	no	single
672	CC8-CDC3-NRg-3	CC8	CDC3-NRg-3	no	single
673	CC8-ERG25-TA-18	CC8	ERG25-TA-18	no	single
674	CC8-RPB11-TRg-4	CC8	RPB11-TRg-4	no	single
675	CC8-RPB11-TRg-1	CC8	RPB11-TRg-1	no	single
676	CC8-RPB11-TRg-2	CC8	RPB11-TRg-2	no	single
677	CC8-DED1-TRg-3	CC8	DED1-TRg-3	no	single
678	CC8-DED1-TRg-1	CC8	DED1-TRg-1	no	single
679	CC8-DED1-TRg-6	CC8	DED1-TRg-6	no	single
680	CC8-DED1-TRg-4	CC8	DED1-TRg-4	no	single
681	CC8-RPL10-NRg-5	CC8	RPL10-NRg-5	no	single
682	CC8-RPL10-NRg-4	CC8	RPL10-NRg-4	no	single
683	CC8-EFB1-NRg-1	CC8	EFB1-NRg-1	no	single
684	CC8-EFB1-NRg-5	CC8	EFB1-NRg-5	no	single
685	CC8-EFB1-NRg-4	CC8	EFB1-NRg-4	no	single
686	CC8-RPT3-NRg-1	CC8	RPT3-NRg-1	no	single
687	CC8-SAC6-TRg-8	CC8	SAC6-TRg-8	no	single
688	CC8-SAC6-TRg-4	CC8	SAC6-TRg-4	no	single
689	CC8-SAC6-TRg-5	CC8	SAC6-TRg-5	no	single
690	CC8-SAC6-TRg-3	CC8	SAC6-TRg-3	no	single
691	CC8-DIM1-TRg-5	CC8	DIM1-TRg-5	no	single
692	CC8-DIM1-TRg-7	CC8	DIM1-TRg-7	no	single
693	CC8-RPC17-NRg-1	CC8	RPC17-NRg-1	no	single
694	CC8-RPC17-NRg-2	CC8	RPC17-NRg-2	no	single
695	CC8-YDR341C-TRg-1	CC8	YDR341C-TRg-1	no	single
696	CC8-RAP1-NRg-8	CC8	RAP1-NRg-8	no	single
697	CC8-RAP1-NRg-5	CC8	RAP1-NRg-5	no	single
698	CC8-RAP1-NRg-2	CC8	RAP1-NRg-2	no	single
699	CC8-SEC26-NRg-3	CC8	SEC26-NRg-3	no	single
700	CC8-SPP41-TRg-3	CC8	SPP41-TRg-3	no	single
701	CC8-TAP42-NRg-1	CC8	TAP42-NRg-1	no	single
702	CC8-PGA2-TRg-6	CC8	PGA2-TRg-6	no	single
703	CC8-BRL1-TRg-1	CC8	BRL1-TRg-1	no	single
704	CC8-FOL2-TRg-1	CC8	FOL2-TRg-1	no	single
705	CC8-NAB3-NRg-5	CC8	NAB3-NRg-5	no	single
706	CC8-SNF4-TRg-4	CC8	SNF4-TRg-4	no	single
707	CC8-HRR25-TRg-2	CC8	HRR25-TRg-2	no	single
708	CC8-TRS23-TRg-4	CC8	TRS23-TRg-4	no	single
709	CC8-CTR86-TRg-4	CC8	CTR86-TRg-4	no	single
710	CC8-RPB5-TRg-5	CC8	RPB5-TRg-5	no	single
711	CC8-SPN1-NRg-2	CC8	SPN1-NRg-2	no	single
712	CC8-SPN1-NRg-1	CC8	SPN1-NRg-1	no	single
713	CC8-SEC61-NRg-1	CC8	SEC61-NRg-1	no	single
714	CC8-SEC61-NRg-7	CC8	SEC61-NRg-7	no	single
715	CC8-TUS1-TRg-3	CC8	TUS1-TRg-3	no	single
716	CC8-OLE1-NRg-2	CC8	OLE1-NRg-2	no	single
717	CC8-AFG2-TRg-1	CC8	AFG2-TRg-1	no	single
718	CC8-TOA2-NRg-1	CC8	TOA2-NRg-1	no	single
719	CC8-USO1-TRg-1	CC8	USO1-TRg-1	no	single
720	CC8-UTP22-NRg-2	CC8	UTP22-NRg-2	no	single
721	CC8-RIB1-TRg-3	CC8	RIB1-TRg-3	no	single
722	CC8-RIB1-TRg-7	CC8	RIB1-TRg-7	no	single
723	CC8-RIB1-TRg-4	CC8	RIB1-TRg-4	no	single
724	CC8-COG1-TRg-1	CC8	COG1-TRg-1	no	single
725	CC8-RPL32-NRg-2	CC8	RPL32-NRg-2	no	single
726	CC8-GLC7-NRg-3	CC8	GLC7-NRg-3	no	single
727	CC8-GLC7-NRg-4	CC8	GLC7-NRg-4	no	single
728	CC8-HSF1-TRg-2	CC8	HSF1-TRg-2	no	single
729	CC8-DAM1-NRg-5	CC8	DAM1-NRg-5	no	single
730	CC8-SEC18-TRg-4	CC8	SEC18-TRg-4	no	single
731	CC8-SEC18-TRg-5	CC8	SEC18-TRg-5	no	single
732	CC8-PAB1-NRg-3	CC8	PAB1-NRg-3	no	single
733	CC8-POP8-TRg-2	CC8	POP8-TRg-2	no	single
734	CC8-PAB1-NRg-4	CC8	PAB1-NRg-4	no	single
735	CC8-BIG1-TRg-4	CC8	BIG1-TRg-4	no	single
736	CC8-BIG1-TRg-5	CC8	BIG1-TRg-5	no	single
737	CC8-BIG1-TRg-6	CC8	BIG1-TRg-6	no	single
738	CC8-RPO41-NRg-1	CC8	RPO41-NRg-1	no	single
739	CC8-RVB2-NRg-2	CC8	RVB2-NRg-2	no	single
740	CC8-PET117-NRg-8	CC8	PET117-NRg-8	no	single
741	CC8-VPS45-NRg-9	CC8	VPS45-NRg-9	no	single
742	CC8-YCG1-NRg-1	CC8	YCG1-NRg-1	no	single
743	CC8-NOC4-NRg-1	CC8	NOC4-NRg-1	no	single
744	CC8-NMD3-NRg-2	CC8	NMD3-NRg-2	no	single
745	CC8-DRS1-TRg-2	CC8	DRS1-TRg-2	no	single
746	CC8-HTB1-NRg-2	CC8	HTB1-NRg-2	no	single
747	CC8-IPI1-TRg-2	CC8	IPI1-TRg-2	no	single
748	CC8-SEC18-NRg-1	CC8	SEC18-NRg-1	no	single
749	CC8-SEC18-NRg-2	CC8	SEC18-NRg-2	no	single
750	CC8-JIP5-NRg-2	CC8	JIP5-NRg-2	no	single
751	CC8-YPT1-TRg-3	CC8	YPT1-TRg-3	no	single
752	CC8-YPT1-TRg-2	CC8	YPT1-TRg-2	no	single
753	CC8-CLF1-NRg-2	CC8	CLF1-NRg-2	no	single
754	CC8-SNF2-NRg-7	CC8	SNF2-NRg-7	no	single
755	CC8-SNF2-NRg-4	CC8	SNF2-NRg-4	no	single
756	CC8-RPL25-NRg-1	CC8	RPL25-NRg-1	no	single
757	CC8-NOP56-TRg-1	CC8	NOP56-TRg-1	no	single
758	CC8-NOP56-TRg-2	CC8	NOP56-TRg-2	no	single
759	CC8-TRS31-TRg-1	CC8	TRS31-TRg-1	no	single
760	CC8-DBF4-TRg-2	CC8	DBF4-TRg-2	no	single
761	CC8-DBF4-TRg-1	CC8	DBF4-TRg-1	no	single
762	CC8-RPC19-TRg-4	CC8	RPC19-TRg-4	no	single
763	CC8-RPC19-TRg-6	CC8	RPC19-TRg-6	no	single
764	CC8-RPC19-TRg-3	CC8	RPC19-TRg-3	no	single
765	CC8-ROK1-NRg-1	CC8	ROK1-NRg-1	no	single
766	CC8-CDC33-TRg-4	CC8	CDC33-TRg-4	no	single
767	CC8-DHR2-TRg-3	CC8	DHR2-TRg-3	no	single
768	CC8-RRP42-NRg-5	CC8	RRP42-NRg-5	no	single
769	CC8-CLF1-TRg-1	CC8	CLF1-TRg-1	no	single
770	CC8-ERG11-NA-16	CC8	ERG11-NA-16	no	single
771	CC8-VAS1-NRg-4	CC8	VAS1-NRg-4	no	single
772	CC8-PIK1-NRg-2	CC8	PIK1-NRg-2	no	single
773	CC8-SAR1-NRg-7	CC8	SAR1-NRg-7	no	single
774	CC8-SAR1-NRg-4	CC8	SAR1-NRg-4	no	single
775	CC8-RPS3-TRg-1	CC8	RPS3-TRg-1	no	single
776	CC8-YTM1-TRg-2	CC8	YTM1-TRg-2	no	single
777	CC8-SUI3-NRg-5	CC8	SUI3-NRg-5	no	single
778	CC8-SUI3-NRg-2	CC8	SUI3-NRg-2	no	single
779	CC8-RRP7-TRg-4	CC8	RRP7-TRg-4	no	single
780	CC8-RRP7-TRg-6	CC8	RRP7-TRg-6	no	single
781	CC8-NIP7-TRg-2	CC8	NIP7-TRg-2	no	single
782	CC8-MDM35-TRg-1	CC8	MDM35-TRg-1	no	single
783	CC8-ALA1-NRg-1	CC8	ALA1-NRg-1	no	single
784	CC8-DOA4-NRg-2	CC8	DOA4-NRg-2	no	single
785	CC8-RPS13-NRg-1	CC8	RPS13-NRg-1	no	single
786	CC8-YSF3-TRg-2	CC8	YSF3-TRg-2	no	single
787	CC8-RPS2-NRg-11	CC8	RPS2-NRg-11	no	single
788	CC8-SSL1-TRg-10	CC8	SSL1-TRg-10	no	single
789	CC8-NIP7-TRg-1	CC8	NIP7-TRg-1	no	single
790	CC8-LST8-NRg-1	CC8	LST8-NRg-1	no	single
791	CC8-TAF4-TRg-3	CC8	TAF4-TRg-3	no	single
792	CC8-HAS1-TRg-2	CC8	HAS1-TRg-2	no	single
793	CC8-GLC7-TRg-2	CC8	GLC7-TRg-2	no	single
794	CC8-CDC45-NRg-1	CC8	CDC45-NRg-1	no	single
795	CC8-SEC22-NRg-8	CC8	SEC22-NRg-8	no	single
796	CC8-YOS1-TRg-2	CC8	YOS1-TRg-2	no	single
797	CC8-RBA50-TRg-3	CC8	RBA50-TRg-3	no	single
798	CC8-SPP41-NRg-2	CC8	SPP41-NRg-2	no	single
799	CC8-PRP46-TRg-2	CC8	PRP46-TRg-2	no	single
800	CC8-PGA2-NRg-1	CC8	PGA2-NRg-1	no	single
801	CC8-CBF5-TRg-3	CC8	CBF5-TRg-3	no	single
802	CC8-TCP1-NRg-3	CC8	TCP1-NRg-3	no	single
803	CC8-TCP1-NRg-2	CC8	TCP1-NRg-2	no	single
804	CC8-ERG26-NRg-2	CC8	ERG26-NRg-2	no	single
805	CC8-ERG26-NRg-4	CC8	ERG26-NRg-4	no	single
806	CC8-MES1-TRg-5	CC8	MES1-TRg-5	no	single
807	CC8-HTS1-TRg-2	CC8	HTS1-TRg-2	no	single
808	CC8-SSS1-TRg-3	CC8	SSS1-TRg-3	no	single
809	CC8-SSS1-TRg-2	CC8	SSS1-TRg-2	no	single
810	CC8-SYS1-TRg-7	CC8	SYS1-TRg-7	no	single
811	CC8-SYS1-TRg-2	CC8	SYS1-TRg-2	no	single
812	CC8-SYS1-TRg-1	CC8	SYS1-TRg-1	no	single
813	CC8-BFR2-TRg-1	CC8	BFR2-TRg-1	no	single
814	CC8-EOS1-TRg-3	CC8	EOS1-TRg-3	no	single
815	CC8-TAF4-NRg-1	CC8	TAF4-NRg-1	no	single
816	CC8-ARL3-NRg-8	CC8	ARL3-NRg-8	no	single
817	CC8-RPN5-NRg-1	CC8	RPN5-NRg-1	no	single
818	CC8-TIM9-NRg-2	CC8	TIM9-NRg-2	no	single
819	CC8-NUP57-NRg-3	CC8	NUP57-NRg-3	no	single
820	CC8-VPS4-TRg-1	CC8	VPS4-TRg-1	no	single
821	CC8-CDC3-TRg-4	CC8	CDC3-TRg-4	no	single
822	CC8-BBP1-NRg-1	CC8	BBP1-NRg-1	no	single
823	CC8-BBP1-NRg-2	CC8	BBP1-NRg-2	no	single
824	CC8-USE1-NRg-3	CC8	USE1-NRg-3	no	single
825	CC8-CCT7-TRg-1	CC8	CCT7-TRg-1	no	single
826	CC8-SAH1-TRg-3	CC8	SAH1-TRg-3	no	single
827	CC8-CHS2-TRg-1	CC8	CHS2-TRg-1	no	single
828	CC8-DPM1-TRg-2	CC8	DPM1-TRg-2	no	single
829	CC8-BBP1-TRg-1	CC8	BBP1-TRg-1	no	single
830	CC8-NRD1-TRg-4	CC8	NRD1-TRg-4	no	single
831	CC8-RPB3-NRg-1	CC8	RPB3-NRg-1	no	single
832	CC8-PHO85-NRg-6	CC8	PHO85-NRg-6	no	single
833	CC8-SNF6-TRg-6	CC8	SNF6-TRg-6	no	single
834	CC8-PRP38-NRg-2	CC8	PRP38-NRg-2	no	single
835	CC8-OAR1-NRg-3	CC8	OAR1-NRg-3	no	single
836	CC8-ROX3-NRg-1	CC8	ROX3-NRg-1	no	single
837	CC8-YPP1-TRg-6	CC8	YPP1-TRg-6	no	single
838	CC8-CBF2-NRg-8	CC8	CBF2-NRg-8	no	single
839	CC8-SPT6-TRg-5	CC8	SPT6-TRg-5	no	single
840	CC8-SEC10-NRg-1	CC8	SEC10-NRg-1	no	single
841	CC8-NSL1-NRg-3	CC8	NSL1-NRg-3	no	single
842	CC8-NRD1-NRg-8	CC8	NRD1-NRg-8	no	single
843	CC8-RPB3-TRg-1	CC8	RPB3-TRg-1	no	single
844	CC8-NRD1-NRg-4	CC8	NRD1-NRg-4	no	single
845	CC8-RVB1-TRg-2	CC8	RVB1-TRg-2	no	single
846	CC8-TIF5-NRg-8	CC8	TIF5-NRg-8	no	single
847	CC8-EOS1-NRg-1	CC8	EOS1-NRg-1	no	single
848	CC8-ERG25-NA-26	CC8	ERG25-NA-26	no	single
849	CC8-MSL5-NRg-4	CC8	MSL5-NRg-4	no	single
850	CC8-SEC24-TRg-2	CC8	SEC24-TRg-2	no	single
851	CC8-RPL30-NRg-5	CC8	RPL30-NRg-5	no	single
852	CC8-SNU71-NRg-3	CC8	SNU71-NRg-3	no	single
853	CC8-CDC33-NRg-1	CC8	CDC33-NRg-1	no	single
854	CC8-RPN6-TRg-4	CC8	RPN6-TRg-4	no	single
855	CC8-NAB2-TRg-4	CC8	NAB2-TRg-4	no	single
856	CC8-NAB2-TRg-6	CC8	NAB2-TRg-6	no	single
857	CC8-YTM1-NRg-1	CC8	YTM1-NRg-1	no	single
858	CC8-OLE1-TRg-8	CC8	OLE1-TRg-8	no	single
859	CC8-OLE1-TRg-1	CC8	OLE1-TRg-1	no	single
860	CC8-UTP7-TRg-4	CC8	UTP7-TRg-4	no	single
861	CC8-ACT1-NRg-6	CC8	ACT1-NRg-6	no	single
862	CC8-RPL18A-NRg-3	CC8	RPL18A-NRg-3	no	single
863	CC8-BRX1-NRg-1	CC8	BRX1-NRg-1	no	single
864	CC8-NAF1-TRg-8	CC8	NAF1-TRg-8	no	single
865	CC8-NAF1-TRg-6	CC8	NAF1-TRg-6	no	single
866	CC8-NAF1-TRg-4	CC8	NAF1-TRg-4	no	single
867	CC8-CDC8-TRg-2	CC8	CDC8-TRg-2	no	single
868	CC8-NSE4-TRg-1	CC8	NSE4-TRg-1	no	single
869	CC8-PAB1-NRg-2	CC8	PAB1-NRg-2	no	single
870	CC8-PRP43-TRg-4	CC8	PRP43-TRg-4	no	single
871	CC8-SEC2-NRg-3	CC8	SEC2-NRg-3	no	single
872	CC8-SEC2-NRg-6	CC8	SEC2-NRg-6	no	single
873	CC8-MPP10-NRg-5	CC8	MPP10-NRg-5	no	single
874	CC8-YDR355C-TRg-2	CC8	YDR355C-TRg-2	no	single
875	CC8-YLR339C-TRg-9	CC8	YLR339C-TRg-9	no	single
876	CC8-SNM1-TRg-2	CC8	SNM1-TRg-2	no	single
877	CC8-ALR1-NRg-4	CC8	ALR1-NRg-4	no	single
878	CC8-ALR1-NRg-1	CC8	ALR1-NRg-1	no	single
879	CC8-ALR1-NRg-3	CC8	ALR1-NRg-3	no	single
880	CC8-RPL10-TRg-1	CC8	RPL10-TRg-1	no	single
881	CC8-RPL28-TRg-2	CC8	RPL28-TRg-2	no	single
882	CC8-UTP25-TRg-1	CC8	UTP25-TRg-1	no	single
883	CC8-POB3-TRg-1	CC8	POB3-TRg-1	no	single
884	CC8-POB3-TRg-3	CC8	POB3-TRg-3	no	single
